# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 80.0%
#
label,label_noisy
19,50
29,33
0,0
11,17
1,47
86,14
90,90
28,23
23,71
31,25
39,19
96,77
82,4
17,63
71,71
39,54
8,1
97,30
80,88
71,84
74,0
59,39
70,2
87,17
59,82
84,33
64,64
52,53
42,28
64,22
8,8
17,62
47,25
65,11
21,55
22,58
81,81
11,55
24,24
84,19
78,7
45,9
49,39
97,91
56,5
76,69
11,6
90,34
89,89
78,78
73,73
14,14
87,32
9,9
71,98
6,53
47,50
20,78
98,67
47,6
36,41
55,55
72,72
43,27
51,61
35,35
83,14
33,33
27,97
53,51
92,97
50,37
15,15
89,89
36,36
18,41
89,89
46,11
33,74
42,75
39,53
64,7
75,42
38,66
23,59
42,29
66,96
77,77
49,49
18,12
46,37
15,15
35,35
69,23
95,91
83,49
75,75
99,1
73,60
93,93
55,86
39,77
4,70
97,60
61,76
93,31
51,63
69,74
56,56
84,18
59,82
64,50
94,94
4,46
11,42
33,14
68,29
38,73
20,56
33,45
34,0
32,54
46,61
53,52
88,70
67,74
70,4
64,97
53,1
64,17
8,44
96,39
87,43
30,30
20,25
30,27
66,27
19,70
76,97
87,87
52,21
62,48
35,58
63,63
40,40
4,71
99,2
63,12
74,74
53,38
26,26
95,21
48,60
27,95
33,33
29,21
39,92
79,79
32,47
46,54
64,78
28,28
85,12
32,10
82,82
78,98
39,94
54,52
28,28
66,66
65,65
72,68
21,21
64,1
62,39
72,86
0,25
44,44
7,51
12,12
19,19
11,89
31,19
61,16
79,98
45,98
81,81
79,79
98,81
43,42
46,27
67,93
80,24
68,75
74,74
48,9
81,31
94,30
86,86
69,43
39,94
73,74
2,18
46,46
49,48
63,29
43,65
14,17
49,23
68,39
65,74
41,39
37,97
45,18
36,69
21,21
77,77
37,29
39,1
8,44
9,9
62,90
86,79
39,28
19,0
54,94
39,75
28,28
11,4
89,86
90,25
90,16
79,69
66,22
81,31
21,10
79,92
40,40
29,29
22,22
13,13
25,24
11,39
38,7
10,86
96,96
54,22
65,12
39,28
40,40
42,86
48,12
48,48
51,81
11,11
23,23
23,18
89,89
52,77
46,85
2,21
95,27
43,45
86,13
34,34
66,92
18,69
46,77
66,55
56,37
57,28
1,28
44,29
11,11
82,40
23,83
90,21
56,85
19,19
68,2
66,34
28,69
1,22
57,57
67,78
5,41
13,40
78,11
6,32
84,39
7,69
41,41
65,35
80,86
12,39
50,50
63,37
26,1
8,80
53,53
60,23
99,62
97,69
85,1
0,40
78,47
31,57
10,65
2,18
7,23
43,0
83,24
97,60
91,84
82,82
28,55
42,92
0,2
82,70
5,5
68,53
60,91
30,91
98,23
82,16
20,14
64,64
66,66
10,42
75,36
54,54
57,94
87,10
66,52
66,20
73,71
54,79
88,41
42,42
37,30
80,80
87,91
3,21
29,56
43,85
12,72
73,59
96,62
23,67
96,37
84,84
19,34
62,62
0,85
21,7
11,97
36,89
64,71
76,82
60,17
3,68
80,80
82,4
79,3
26,27
65,89
72,17
11,93
15,72
31,72
48,48
12,12
91,90
71,71
87,5
77,77
15,67
7,24
58,37
51,40
55,55
85,50
2,2
3,77
89,85
10,23
3,25
11,70
20,69
4,61
48,16
27,61
48,63
7,40
67,45
3,2
65,33
56,17
9,76
44,23
95,23
46,85
83,47
40,68
58,70
87,92
59,82
18,77
48,39
5,20
88,88
26,62
21,21
24,90
53,84
68,3
49,64
89,89
96,73
92,92
7,39
13,18
99,3
49,16
22,68
56,56
67,54
13,70
97,17
6,42
19,78
76,76
65,54
9,77
71,93
63,46
71,22
18,34
55,25
34,56
18,34
0,22
56,56
23,23
75,76
70,58
78,34
45,53
66,40
91,32
25,79
58,39
90,90
29,73
68,37
35,35
54,90
77,85
97,97
0,0
70,83
75,75
60,86
65,64
5,19
58,69
82,29
49,93
61,42
28,28
44,23
56,7
82,82
61,64
43,56
20,4
38,14
85,85
87,73
49,37
85,10
24,35
7,51
88,88
40,0
38,93
72,72
56,88
4,4
81,81
98,47
97,39
14,14
46,46
23,85
89,60
86,9
83,83
54,18
27,27
41,53
96,44
1,49
81,80
79,32
30,40
17,12
14,14
67,23
20,20
54,87
92,19
33,93
57,57
65,65
49,46
71,6
59,30
85,12
22,22
31,90
85,85
17,97
42,76
62,96
26,26
60,49
27,27
57,18
19,19
97,2
88,89
10,9
31,21
23,99
84,84
74,74
63,46
94,99
77,85
90,60
60,60
5,5
1,1
61,30
95,85
32,24
95,18
57,17
32,32
23,58
39,67
45,78
41,25
69,3
89,75
45,37
47,52
57,82
11,87
48,89
74,94
2,31
11,78
95,95
50,28
37,37
59,2
71,25
84,84
89,51
84,93
70,6
16,96
71,71
8,98
48,89
31,31
98,12
32,96
2,2
74,16
62,35
71,23
90,90
34,11
51,48
0,8
12,36
26,21
57,2
62,62
57,49
31,84
65,31
32,23
16,4
35,35
98,37
11,11
87,43
38,40
52,8
89,31
40,34
76,57
7,98
54,16
76,31
30,30
59,2
84,77
3,8
91,17
46,96
65,88
43,75
49,49
6,6
33,33
5,5
14,21
77,4
44,44
68,59
82,34
94,38
66,68
73,73
56,29
89,43
53,64
22,61
69,59
77,99
84,13
20,4
98,98
4,4
69,22
79,63
40,40
45,53
1,72
56,56
65,65
51,10
5,5
80,80
54,93
92,13
4,90
23,39
60,60
81,81
77,55
73,61
98,39
0,0
14,14
9,33
44,13
27,30
8,57
43,20
74,74
46,41
94,73
86,86
30,96
61,30
57,78
11,69
81,81
25,59
81,81
70,55
29,29
27,6
3,3
71,10
53,21
48,18
19,26
80,35
57,97
19,31
59,48
25,55
56,69
74,25
32,65
98,14
37,46
13,77
45,6
12,12
80,5
64,64
16,47
17,17
24,24
30,30
25,16
96,96
37,63
5,47
98,98
31,43
94,79
5,46
29,38
66,27
51,51
6,32
67,71
50,83
68,33
27,90
62,36
89,0
5,28
11,1
13,44
66,22
55,56
15,15
62,99
74,74
31,31
93,93
59,73
1,28
97,49
32,32
39,88
41,10
62,62
71,30
70,35
98,73
41,41
42,60
70,17
3,79
35,71
90,90
22,22
50,82
61,45
66,41
92,8
53,78
12,62
84,2
33,29
57,51
93,93
79,92
69,84
53,29
9,57
19,82
6,86
20,6
76,22
5,58
98,98
92,74
78,52
93,56
79,82
21,82
51,22
74,77
76,0
56,82
75,80
27,29
22,38
37,18
16,3
72,65
81,75
36,28
48,22
13,64
56,69
70,79
0,43
63,26
90,99
53,61
29,99
64,1
2,14
83,25
63,40
89,94
14,19
66,55
95,79
65,41
85,52
5,97
7,55
58,58
61,61
42,66
59,24
37,37
12,12
42,67
66,66
71,71
40,18
63,88
45,75
19,83
33,53
55,94
26,59
0,20
60,86
72,92
4,6
63,76
76,99
46,18
64,91
96,96
69,22
64,43
75,10
33,45
36,36
26,26
62,25
18,49
48,48
50,94
36,36
26,87
28,27
71,93
76,5
45,82
52,71
65,16
59,59
41,47
69,87
15,61
87,66
50,60
11,7
71,47
36,48
84,84
73,72
46,56
83,38
12,12
79,79
54,27
50,81
75,51
72,17
37,84
91,12
19,35
82,36
22,22
41,23
53,31
14,14
15,15
84,58
11,90
35,1
83,52
36,93
17,96
74,92
26,36
46,9
97,48
85,40
98,11
10,46
63,54
72,67
93,59
45,17
95,81
68,40
14,9
62,67
73,48
62,81
11,11
23,23
24,70
97,71
32,87
78,78
29,26
54,31
20,58
41,78
88,15
34,42
87,87
62,76
29,3
0,39
4,44
31,41
50,43
33,33
5,64
8,16
48,87
71,27
71,25
94,94
5,47
15,34
16,5
98,75
29,77
42,91
68,93
40,5
95,17
85,39
64,11
40,24
24,11
3,58
11,11
79,28
10,31
3,35
73,23
22,22
28,99
70,91
94,6
42,51
14,54
4,68
18,53
86,86
4,57
32,19
38,41
24,35
65,84
75,46
1,65
7,7
99,22
58,58
8,39
67,35
10,94
44,81
98,23
88,60
31,5
83,78
63,61
59,36
34,18
81,84
54,54
28,70
76,97
84,84
44,82
88,38
59,16
65,37
8,76
91,80
51,32
42,50
23,22
20,20
26,26
77,66
77,16
4,22
84,21
4,18
8,8
60,42
41,41
96,28
54,41
30,22
51,5
35,26
11,11
18,86
47,80
89,40
63,13
6,85
32,32
26,70
30,48
42,42
67,17
7,45
12,97
1,22
37,16
30,7
53,18
98,98
76,65
8,80
36,88
67,36
91,54
67,86
33,28
82,2
93,25
84,86
52,41
84,84
90,90
7,38
33,35
78,72
66,49
9,9
12,92
27,38
44,7
18,14
63,4
75,98
95,60
50,79
59,17
63,0
45,11
28,14
19,27
50,57
7,34
27,27
92,72
53,53
64,71
53,11
41,97
44,6
39,75
73,17
61,92
43,2
80,85
35,81
85,18
71,71
21,48
36,18
53,53
67,58
90,90
74,95
34,34
14,68
46,7
55,71
37,83
80,42
73,86
86,45
12,7
44,44
75,32
24,32
67,67
24,58
80,38
