# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 40.0%
#
label,label_noisy
19,19
29,29
0,37
11,65
1,1
86,86
90,18
28,28
23,23
31,31
39,83
96,96
82,82
17,17
71,71
39,39
8,22
97,97
80,80
71,93
74,66
59,59
70,3
87,87
59,83
84,84
64,92
52,52
42,57
64,64
8,8
17,17
47,47
65,21
21,21
22,22
81,81
11,11
24,59
84,59
78,78
45,69
49,55
97,97
56,56
76,39
11,11
90,90
89,89
78,78
73,73
14,14
87,87
9,70
71,71
6,6
47,47
20,20
98,98
47,47
36,81
55,55
72,72
43,43
51,51
35,49
83,83
33,33
27,27
53,96
92,92
50,50
15,82
89,89
36,96
18,11
89,89
46,46
33,33
42,42
39,39
64,64
75,76
38,38
23,38
42,10
66,66
77,67
49,49
18,18
46,46
15,80
35,4
69,69
95,83
83,17
75,87
99,99
73,73
93,93
55,64
39,52
4,4
97,24
61,61
93,95
51,18
69,69
56,36
84,43
59,74
64,64
94,35
4,4
11,16
33,33
68,68
38,38
20,75
33,86
34,34
32,32
46,47
53,53
88,88
67,60
70,70
64,64
53,53
64,66
8,27
96,96
87,87
30,30
20,20
30,30
66,66
19,19
76,76
87,3
52,33
62,98
35,35
63,38
40,25
4,4
99,99
63,63
74,15
53,53
26,26
95,68
48,51
27,98
33,49
29,85
39,39
79,47
32,32
46,43
64,64
28,28
85,85
32,82
82,29
78,78
39,43
54,98
28,28
66,66
65,47
72,72
21,21
64,64
62,62
72,72
0,0
44,35
7,7
12,12
19,19
11,51
31,31
61,61
79,79
45,55
81,0
79,79
98,93
43,43
46,1
67,67
80,80
68,68
74,74
48,48
81,81
94,94
86,86
69,97
39,23
73,73
2,2
46,48
49,63
63,63
43,17
14,14
49,49
68,68
65,10
41,41
37,62
45,39
36,51
21,21
77,77
37,40
39,39
8,8
9,9
62,62
86,86
39,39
19,19
54,54
39,39
28,89
11,11
89,89
90,90
90,90
79,46
66,93
81,71
21,99
79,70
40,40
29,29
22,97
13,13
25,96
11,11
38,52
10,30
96,96
54,54
65,65
39,17
40,76
42,42
48,49
48,48
51,30
11,47
23,23
23,23
89,89
52,52
46,46
2,2
95,24
43,43
86,86
34,7
66,50
18,8
46,60
66,97
56,56
57,57
1,1
44,44
11,54
82,47
23,65
90,90
56,74
19,19
68,68
66,66
28,93
1,1
57,0
67,0
5,2
13,23
78,78
6,81
84,41
7,7
41,41
65,65
80,80
12,12
50,50
63,63
26,95
8,8
53,53
60,60
99,99
97,1
85,73
0,20
78,78
31,93
10,10
2,78
7,81
43,53
83,83
97,97
91,28
82,50
28,28
42,42
0,39
82,82
5,5
68,95
60,60
30,53
98,98
82,69
20,18
64,25
66,17
10,70
75,75
54,54
57,57
87,64
66,10
66,66
73,73
54,54
88,33
42,42
37,37
80,80
87,36
3,52
29,29
43,43
12,93
73,59
96,27
23,23
96,96
84,84
19,19
62,35
0,0
21,21
11,11
36,36
64,64
76,76
60,60
3,59
80,80
82,82
79,79
26,58
65,1
72,72
11,71
15,3
31,81
48,0
12,29
91,91
71,36
87,75
77,77
15,15
7,7
58,58
51,5
55,55
85,38
2,2
3,3
89,89
10,31
3,3
11,11
20,20
4,86
48,48
27,26
48,34
7,32
67,67
3,3
65,84
56,56
9,9
44,18
95,95
46,64
83,25
40,87
58,58
87,87
59,59
18,18
48,12
5,53
88,88
26,26
21,18
24,24
53,53
68,6
49,94
89,27
96,96
92,31
7,76
13,87
99,99
49,49
22,22
56,56
67,91
13,13
97,97
6,6
19,4
76,76
65,24
9,9
71,92
63,63
71,71
18,18
55,55
34,47
18,99
0,0
56,56
23,23
75,75
70,70
78,78
45,45
66,66
91,91
25,25
58,58
90,48
29,38
68,68
35,35
54,54
77,77
97,97
0,14
70,46
75,75
60,80
65,65
5,11
58,58
82,79
49,36
61,61
28,28
44,84
56,78
82,82
61,61
43,43
20,20
38,38
85,85
87,87
49,61
85,85
24,24
7,7
88,88
40,47
38,38
72,72
56,56
4,39
81,32
98,99
97,97
14,54
46,46
23,23
89,89
86,18
83,46
54,42
27,96
41,41
96,54
1,1
81,81
79,58
30,76
17,17
14,14
67,76
20,20
54,41
92,44
33,33
57,57
65,65
49,49
71,71
59,59
85,85
22,22
31,31
85,31
17,17
42,42
62,62
26,50
60,60
27,27
57,57
19,4
97,97
88,88
10,10
31,31
23,23
84,84
74,74
63,74
94,94
77,77
90,21
60,60
5,20
1,1
61,4
95,95
32,62
95,92
57,57
32,32
23,98
39,62
45,61
41,33
69,69
89,89
45,6
47,34
57,57
11,11
48,66
74,15
2,6
11,11
95,95
50,50
37,94
59,59
71,60
84,95
89,89
84,84
70,39
16,86
71,62
8,8
48,35
31,31
98,65
32,32
2,76
74,74
62,11
71,71
90,90
34,79
51,41
0,0
12,12
26,35
57,57
62,62
57,57
31,31
65,65
32,32
16,16
35,35
98,98
11,22
87,58
38,38
52,52
89,89
40,40
76,95
7,76
54,39
76,76
30,30
59,59
84,84
3,3
91,91
46,46
65,77
43,43
49,3
6,34
33,33
5,5
14,1
77,57
44,44
68,68
82,82
94,94
66,66
73,73
56,62
89,89
53,53
22,22
69,69
77,77
84,84
20,42
98,68
4,31
69,46
79,79
40,40
45,1
1,95
56,56
65,32
51,51
5,5
80,80
54,90
92,20
4,4
23,23
60,60
81,32
77,85
73,73
98,98
0,97
14,14
9,11
44,44
27,30
8,82
43,61
74,21
46,68
94,94
86,24
30,30
61,42
57,57
11,11
81,81
25,25
81,40
70,63
29,29
27,52
3,81
71,75
53,53
48,48
19,19
80,50
57,57
19,92
59,59
25,80
56,56
74,90
32,32
98,90
37,37
13,13
45,45
12,12
80,60
64,21
16,16
17,17
24,24
30,87
25,25
96,96
37,29
5,5
98,98
31,50
94,94
5,5
29,47
66,97
51,6
6,83
67,67
50,17
68,68
27,27
62,62
89,10
5,51
11,32
13,13
66,66
55,55
15,12
62,40
74,74
31,82
93,93
59,59
1,1
97,97
32,25
39,39
41,17
62,62
71,71
70,70
98,98
41,41
42,94
70,23
3,27
35,35
90,27
22,43
50,88
61,61
66,76
92,44
53,53
12,6
84,84
33,33
57,57
93,93
79,65
69,69
53,53
9,9
19,19
6,6
20,20
76,76
5,24
98,55
92,92
78,29
93,93
79,24
21,74
51,82
74,74
76,7
56,56
75,75
27,27
22,74
37,37
16,16
72,72
81,81
36,36
48,20
13,13
56,56
70,70
0,0
63,74
90,90
53,53
29,48
64,40
2,2
83,83
63,63
89,89
14,14
66,95
95,84
65,8
85,34
5,5
7,7
58,58
61,61
42,42
59,79
37,37
12,12
42,42
66,66
71,71
40,40
63,24
45,92
19,19
33,33
55,55
26,26
0,0
60,62
72,72
4,4
63,63
76,61
46,46
64,89
96,96
69,70
64,64
75,75
33,33
36,36
26,15
62,67
18,18
48,67
50,50
36,36
26,26
28,28
71,71
76,47
45,57
52,48
65,65
59,59
41,41
69,69
15,15
87,87
50,50
11,9
71,71
36,81
84,84
73,81
46,46
83,83
12,12
79,79
54,54
50,50
75,75
72,72
37,37
91,68
19,19
