# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 20.0%
#
label,label_noisy
19,19
29,30
0,93
11,11
1,1
86,72
90,90
28,2
23,23
31,31
39,32
96,96
82,82
17,17
71,71
39,39
8,8
97,97
80,81
71,1
74,74
59,59
70,70
87,87
59,59
84,54
64,64
52,52
42,42
64,64
8,97
17,17
47,68
65,65
21,21
22,22
81,81
11,11
24,24
84,91
78,78
45,15
49,49
97,97
56,93
76,76
11,11
90,90
89,89
78,48
73,73
14,14
87,87
9,9
71,71
6,6
47,22
20,20
98,98
47,47
36,36
55,55
72,72
43,43
51,51
35,83
83,83
33,33
27,27
53,53
92,4
50,50
15,15
89,23
36,36
18,18
89,89
46,18
33,33
42,42
39,39
64,60
75,75
38,38
23,23
42,42
66,66
77,77
49,49
18,20
46,46
15,15
35,35
69,39
95,95
83,83
75,75
99,99
73,73
93,93
55,0
39,39
4,4
97,6
61,61
93,93
51,51
69,69
56,56
84,84
59,59
64,15
94,94
4,4
11,11
33,33
68,68
38,38
20,82
33,93
34,34
32,32
46,46
53,53
88,88
67,67
70,70
64,9
53,53
64,64
8,8
96,43
87,87
30,30
20,20
30,30
66,66
19,19
76,76
87,87
52,16
62,45
35,35
63,63
40,40
4,4
99,99
63,63
74,74
53,53
26,26
95,95
48,48
27,42
33,33
29,29
39,39
79,79
32,32
46,46
64,64
28,28
85,85
32,32
82,82
78,70
39,39
54,54
28,28
66,66
65,65
72,17
21,14
64,64
62,62
72,72
0,76
44,44
7,7
12,12
19,29
11,11
31,21
61,61
79,79
45,45
81,81
79,79
98,98
43,43
46,46
67,67
80,94
68,68
74,74
48,48
81,81
94,99
86,86
69,69
39,39
73,73
2,2
46,46
49,65
63,90
43,43
14,93
49,49
68,68
65,65
41,41
37,37
45,45
36,36
21,21
77,77
37,37
39,39
8,8
9,9
62,62
86,35
39,39
19,19
54,54
39,39
28,28
11,11
89,89
90,90
90,90
79,79
66,8
81,69
21,21
79,79
40,40
29,29
22,78
13,13
25,25
11,11
38,38
10,10
96,96
54,54
65,65
39,39
40,40
42,36
48,48
48,48
51,51
11,11
23,23
23,23
89,97
52,52
46,46
2,2
95,95
43,43
86,37
34,26
66,66
18,18
46,46
66,66
56,56
57,57
1,1
44,44
11,11
82,82
23,23
90,36
56,73
19,19
68,68
66,88
28,28
1,1
57,57
67,67
5,5
13,59
78,78
6,6
84,84
7,7
41,41
65,65
80,80
