# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 20.0%
#
label,label_noisy
19,19
29,29
0,0
11,11
1,11
86,86
90,6
28,28
23,23
31,31
39,68
96,96
82,97
17,17
71,59
39,2
8,8
97,97
80,80
71,13
74,89
59,59
70,70
87,87
59,59
84,84
64,64
52,52
42,42
64,64
8,8
17,17
47,47
65,65
21,21
22,95
81,81
11,11
24,21
84,84
78,78
45,45
49,72
97,97
56,13
76,76
11,11
90,90
89,89
78,93
73,73
14,14
87,93
9,9
71,71
6,6
47,47
20,20
98,98
47,22
36,42
55,55
72,72
43,45
51,51
35,35
83,72
33,33
27,30
53,53
92,92
50,50
15,15
89,89
36,36
18,46
89,89
46,46
33,33
42,42
39,39
64,64
75,75
38,4
23,23
42,42
66,66
77,77
49,16
18,18
46,46
15,40
35,35
69,69
95,95
83,83
75,14
99,83
73,73
93,93
55,55
39,39
4,4
97,97
61,37
93,93
51,8
69,69
56,64
84,84
59,59
64,64
94,94
4,0
11,11
33,33
68,68
38,38
20,20
33,75
34,34
32,32
46,46
53,69
88,29
67,67
70,56
64,71
53,53
64,64
8,8
96,81
87,87
30,0
20,20
30,30
66,66
19,15
76,51
87,87
52,52
62,62
35,35
63,63
40,40
4,4
99,99
63,63
74,74
53,53
26,26
95,95
48,48
27,27
33,33
29,29
39,39
79,79
32,99
46,46
64,64
28,28
85,85
32,32
82,82
78,78
39,66
54,54
28,28
66,66
65,52
72,72
21,55
64,64
62,62
72,90
0,1
44,44
7,7
12,12
19,19
11,11
31,31
61,71
79,41
45,45
81,81
79,79
98,98
43,39
46,46
67,67
80,80
68,68
74,74
48,25
81,52
94,94
86,32
69,69
39,60
73,73
2,2
46,45
49,49
63,63
43,43
14,14
49,28
68,68
65,65
41,41
37,37
45,45
36,22
21,52
77,77
37,44
39,20
8,95
9,9
62,22
86,86
39,39
19,10
54,54
39,39
28,28
11,11
89,77
90,90
90,90
79,79
66,66
81,81
21,21
79,79
40,21
29,29
22,22
13,13
25,75
11,11
38,15
10,10
96,96
54,54
65,64
39,37
40,40
42,28
48,48
48,48
51,51
11,11
23,23
23,84
89,89
52,66
46,46
2,2
95,95
43,16
86,86
34,34
66,10
18,18
46,46
66,35
56,56
57,57
1,1
44,44
11,11
82,82
23,23
90,42
56,56
19,19
68,68
66,66
28,28
1,36
57,57
67,67
5,74
13,13
78,78
6,6
84,84
7,7
41,14
65,65
80,80
12,12
50,50
63,63
26,26
8,8
53,53
60,60
99,99
97,97
85,85
0,0
78,78
31,31
10,10
2,2
7,7
43,43
83,83
97,53
91,91
82,82
28,28
42,42
0,0
82,82
5,5
68,68
60,60
30,30
98,82
82,82
20,20
64,64
66,66
10,16
75,75
54,68
57,57
87,87
66,66
66,66
73,73
54,54
88,88
42,42
37,37
80,80
87,87
3,13
29,29
43,43
12,12
73,91
96,96
23,23
96,96
84,95
19,19
62,62
0,0
21,21
11,11
36,36
64,66
76,76
60,60
3,4
80,80
82,82
79,79
26,26
65,65
72,72
11,11
15,15
31,78
48,48
12,12
91,66
71,71
87,87
77,77
15,15
7,23
58,58
51,22
55,61
85,85
2,2
3,91
89,89
10,27
3,3
11,11
20,20
4,4
48,48
27,27
48,48
7,7
67,67
3,3
65,65
56,56
9,5
44,44
95,95
46,46
83,83
40,40
58,58
87,87
59,59
18,18
48,48
5,5
88,88
26,6
21,21
24,96
53,53
68,68
49,49
89,89
96,96
92,92
7,7
13,13
99,99
49,49
22,22
56,56
67,53
13,13
97,0
6,36
19,19
76,76
65,65
9,35
71,74
63,63
71,71
18,18
55,55
34,34
18,18
0,0
56,56
23,23
75,75
70,70
78,73
45,24
66,66
91,91
25,25
58,58
90,87
29,29
68,59
35,35
54,54
77,77
97,97
0,0
70,70
75,75
60,60
65,67
5,5
58,58
82,82
49,49
61,61
28,28
44,41
56,56
82,89
61,61
43,75
20,20
38,38
85,85
87,87
49,30
85,44
24,75
7,50
88,88
40,40
38,38
72,72
56,56
4,4
81,81
98,98
97,97
14,78
46,46
23,10
89,89
86,84
83,83
54,54
27,27
41,41
96,96
1,1
81,81
79,79
30,30
17,17
14,14
67,31
20,53
54,54
92,92
33,33
57,59
65,65
49,49
71,41
59,59
85,79
22,22
31,31
85,33
17,17
42,42
62,51
26,26
60,60
27,27
57,57
19,19
97,97
88,88
10,10
31,31
23,23
84,84
74,74
63,63
94,94
77,77
90,90
60,28
5,5
1,1
61,44
95,18
32,32
95,95
57,57
32,59
23,23
39,39
45,85
41,41
69,69
89,89
45,65
47,47
57,57
11,11
48,48
74,74
2,2
11,11
95,95
50,50
37,37
59,59
71,71
84,84
89,89
84,84
70,14
16,16
71,71
8,63
48,48
31,44
98,98
32,32
2,2
74,74
62,62
71,71
90,90
34,34
51,51
0,0
12,12
26,26
57,57
62,40
57,77
31,31
65,65
32,32
16,16
35,35
98,98
11,7
87,87
38,45
52,21
89,58
40,40
76,76
7,7
54,32
76,76
30,17
59,59
84,84
3,3
91,91
46,18
65,89
43,43
49,49
6,6
33,33
5,5
14,14
77,77
44,44
68,68
82,82
94,94
66,66
73,73
56,14
89,89
53,53
22,22
69,69
77,77
84,84
20,20
98,98
4,4
69,69
79,79
40,4
45,45
1,1
56,56
65,65
51,51
5,82
80,91
54,54
92,97
4,4
23,23
60,60
81,32
77,77
73,66
98,98
0,0
14,14
9,9
44,44
27,6
8,8
43,25
74,74
46,46
94,25
86,86
30,73
61,61
57,57
11,11
81,81
25,31
81,81
70,70
29,29
27,27
3,3
71,71
53,53
48,48
19,19
80,24
57,57
19,63
59,0
25,47
56,56
74,74
32,32
98,98
37,37
13,47
45,45
12,12
80,80
64,64
16,16
17,39
24,24
30,43
25,25
96,96
37,37
5,5
98,64
31,31
94,94
5,34
29,29
66,66
51,37
6,6
67,67
50,50
68,68
27,27
62,62
89,89
5,5
11,11
13,13
66,63
55,55
15,15
62,62
74,83
31,31
93,93
59,59
1,1
97,97
32,32
39,39
41,41
62,62
71,71
70,16
98,98
41,41
42,42
70,70
3,3
35,35
90,39
22,22
50,50
61,61
66,66
92,92
53,53
12,84
84,84
33,78
57,33
93,93
79,79
69,69
53,53
9,9
19,19
6,6
20,20
76,76
5,5
98,12
92,92
78,88
93,93
79,47
21,21
51,51
74,74
76,76
56,56
75,15
27,27
22,22
37,37
16,16
72,12
81,95
36,36
48,48
13,13
56,56
70,49
0,0
63,63
90,90
53,72
29,92
64,64
2,2
83,82
63,63
89,89
14,14
66,58
95,95
65,65
85,85
5,50
7,88
58,58
61,84
42,97
59,59
37,37
12,12
42,42
66,66
71,71
40,39
63,74
45,45
19,19
33,33
55,55
26,69
0,0
60,60
72,72
4,4
63,63
76,76
46,92
64,64
96,96
69,68
64,64
75,75
33,33
36,36
26,26
62,62
18,18
48,48
50,50
36,36
26,26
28,96
71,71
76,76
45,45
52,52
65,4
59,59
41,41
69,68
15,15
87,87
50,50
11,11
71,71
36,36
84,4
73,73
46,46
83,83
12,77
79,79
54,54
50,36
75,75
72,72
37,37
91,58
19,19
