# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 40.0%
#
label,label_noisy
19,77
29,29
0,0
11,11
1,6
86,86
90,90
28,14
23,23
31,31
39,2
96,96
82,62
17,17
71,82
39,39
8,42
97,30
80,80
71,71
74,97
59,59
70,70
87,87
59,59
84,33
64,2
52,52
42,57
64,41
8,8
17,17
47,47
65,90
21,21
22,22
81,81
11,11
24,24
84,23
78,8
45,45
49,50
97,28
56,56
76,76
11,32
90,36
89,89
78,78
73,73
14,67
87,87
9,62
71,71
6,46
47,47
20,20
98,26
47,47
36,36
55,55
72,72
43,46
51,5
35,35
83,14
33,33
27,71
53,56
92,92
50,50
15,62
89,89
36,36
18,18
89,65
46,97
33,33
42,42
39,39
64,67
75,53
38,38
23,89
42,42
66,66
77,77
49,48
18,18
46,46
15,15
35,85
69,69
95,95
83,83
75,46
99,21
73,73
93,93
55,55
39,39
4,4
97,50
61,61
93,93
51,51
69,69
56,56
84,84
59,59
64,64
94,94
4,4
11,65
33,33
68,68
38,51
20,20
33,37
34,34
32,32
46,46
53,52
88,88
67,67
70,70
64,64
53,53
64,64
8,8
96,84
87,43
30,30
20,45
30,40
66,66
19,16
76,35
87,92
52,52
62,62
35,35
63,63
40,40
4,4
99,99
63,69
74,74
53,71
26,11
95,35
48,69
27,27
33,33
29,92
39,39
79,79
32,15
46,14
64,64
28,65
85,1
32,64
82,8
78,8
39,39
54,54
28,28
66,45
65,65
72,72
21,0
64,64
62,62
72,52
0,54
44,44
7,7
12,18
19,19
11,11
31,31
61,61
79,79
45,60
81,81
79,16
98,98
43,56
46,77
67,67
80,80
68,38
74,74
48,48
81,81
94,94
86,16
69,69
39,39
73,31
2,2
46,46
49,49
63,63
43,47
14,60
49,27
68,79
65,28
41,41
37,37
45,45
36,77
21,49
77,52
37,37
39,61
8,29
9,9
62,68
86,86
39,66
19,19
54,54
39,39
28,98
11,11
89,26
90,64
90,90
79,79
66,66
81,81
21,21
79,79
40,40
29,29
22,21
13,13
25,28
11,11
38,28
10,49
96,96
54,27
65,65
39,39
40,40
42,42
48,48
48,48
51,51
11,9
23,11
23,23
89,89
52,52
46,46
2,2
95,95
43,43
86,86
34,7
66,66
18,63
46,46
66,66
56,70
57,57
1,36
44,93
11,11
82,82
23,23
90,90
56,56
19,57
68,68
66,66
28,28
1,1
57,86
67,16
5,5
13,13
78,52
6,34
84,84
7,84
41,41
65,65
80,41
12,12
50,50
63,63
26,26
8,8
53,53
60,60
99,99
97,99
85,46
0,0
78,13
31,55
10,10
2,2
7,7
43,43
83,54
97,97
91,37
82,98
28,25
42,71
0,42
82,82
5,5
68,68
60,60
30,30
98,98
82,82
20,20
64,64
66,74
10,96
75,75
54,54
57,57
87,87
66,58
66,29
73,73
54,54
88,64
42,42
37,94
80,80
87,43
3,3
29,20
43,43
12,12
73,27
96,77
23,95
96,96
84,84
19,19
62,62
0,38
21,58
11,11
36,91
64,70
76,35
60,34
3,3
80,80
82,82
79,25
26,26
65,65
72,72
11,11
15,15
31,31
48,2
12,6
91,91
71,61
87,87
77,27
15,8
7,7
58,58
51,1
55,55
85,85
2,45
3,3
89,89
10,10
3,3
11,8
20,20
4,75
48,35
27,10
48,0
7,7
67,67
3,3
65,65
56,56
9,42
44,19
95,95
46,46
83,83
40,40
58,48
87,87
59,59
18,18
48,84
5,5
88,88
26,26
21,21
24,24
53,53
68,68
49,95
89,89
96,96
92,92
7,29
13,70
99,73
49,40
22,93
56,56
67,67
13,13
97,97
6,6
19,19
76,76
65,36
9,9
71,71
63,11
71,71
18,18
55,55
34,77
18,23
0,61
56,37
23,13
75,75
70,70
78,27
45,45
66,83
91,91
25,49
58,58
90,90
29,29
68,68
35,3
54,54
77,46
97,56
0,40
70,70
75,75
60,59
65,49
5,5
58,58
82,5
49,49
61,42
28,28
44,44
56,56
82,82
61,16
43,43
20,20
38,8
85,85
87,87
49,49
85,47
24,24
7,7
88,88
40,96
38,84
72,72
56,56
4,4
81,81
98,98
97,12
14,14
46,46
23,6
89,89
86,72
83,23
54,54
27,27
41,41
96,65
1,83
81,81
79,40
30,30
17,17
14,88
67,38
20,70
54,10
92,40
33,79
57,57
65,98
