# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 80.0%
#
label,label_noisy
19,67
29,63
0,25
11,11
1,29
86,7
90,94
28,46
23,49
31,5
39,39
96,17
82,32
17,17
71,41
39,39
8,67
97,90
80,80
71,9
74,24
59,3
70,70
87,13
59,93
84,8
64,36
52,84
42,12
64,32
8,93
17,70
47,47
65,50
21,98
22,84
81,2
11,37
24,50
84,79
78,12
45,46
49,25
97,70
56,56
76,6
11,50
90,90
89,77
78,54
73,77
14,68
87,37
9,67
71,71
6,6
47,65
20,59
98,37
47,47
36,47
55,39
72,5
43,24
51,51
35,79
83,90
33,33
27,22
53,90
92,68
50,91
15,15
89,89
36,33
18,99
89,42
46,48
33,4
42,50
39,37
64,38
75,66
38,31
23,67
42,91
66,49
77,62
49,49
18,56
46,46
15,33
35,35
69,48
95,40
83,90
75,27
99,27
73,43
93,71
55,31
39,97
4,40
97,88
61,61
93,96
51,22
69,69
56,5
84,52
59,44
64,40
94,26
4,87
11,11
33,33
68,70
38,38
20,92
33,9
34,54
32,56
46,77
53,53
88,64
67,91
70,76
64,57
53,53
64,6
8,17
96,1
87,87
30,29
20,20
30,30
66,90
19,87
76,76
87,70
52,1
62,12
35,20
63,66
40,49
4,91
99,79
63,93
74,39
53,18
26,45
95,95
48,29
27,27
33,13
29,29
39,66
79,25
32,25
46,38
64,13
28,28
85,99
32,57
82,76
78,76
39,82
54,35
28,90
66,32
65,19
72,72
21,31
64,83
62,71
72,96
0,21
44,49
7,7
12,91
19,19
11,49
31,72
61,82
79,79
45,95
81,81
79,4
98,98
43,69
46,47
67,43
80,79
68,22
74,19
48,46
81,5
94,94
86,86
69,25
39,26
73,61
2,2
46,65
49,32
63,7
43,84
14,94
49,49
68,46
65,65
41,26
37,20
45,41
36,7
21,35
77,27
37,51
39,96
8,2
9,72
62,88
86,59
39,39
19,28
54,65
39,39
28,59
11,48
89,23
90,86
90,30
79,9
66,66
81,58
21,31
79,99
40,40
29,7
22,22
13,87
25,25
11,71
38,53
10,80
96,35
54,35
65,1
39,34
40,90
42,55
48,54
48,32
51,36
11,59
23,23
23,22
89,19
52,97
46,46
2,96
95,90
43,90
86,65
34,99
66,80
18,40
46,46
66,66
56,3
57,64
1,69
44,44
11,5
82,21
23,50
90,67
56,91
19,18
68,68
66,40
28,28
1,19
57,83
67,75
5,84
13,55
78,70
6,75
84,0
7,17
41,80
65,65
80,80
12,87
50,50
63,15
26,25
8,22
53,65
60,64
99,99
97,19
85,39
0,37
78,74
31,80
10,58
2,62
7,16
43,52
83,59
97,52
91,50
82,43
28,74
42,27
0,73
82,42
5,57
68,27
60,47
30,82
98,84
82,92
20,52
64,27
66,65
10,77
75,66
54,84
57,10
87,87
66,35
66,66
73,39
54,88
88,52
42,12
37,31
80,7
87,87
3,3
29,6
43,74
12,77
73,73
96,84
23,90
96,35
84,95
19,24
62,86
0,64
21,21
11,22
36,34
64,17
76,78
60,60
3,75
80,80
82,82
79,8
26,78
65,42
72,72
11,94
15,34
31,12
48,25
12,47
91,90
71,74
87,91
77,37
15,71
7,88
58,58
51,39
55,0
85,25
2,68
3,25
89,42
10,38
3,3
11,51
20,20
4,14
48,34
27,77
48,53
7,7
67,51
3,3
65,17
56,56
9,12
44,44
95,49
46,46
83,47
40,36
58,99
87,87
59,65
18,62
48,40
5,5
88,28
26,85
21,33
24,46
53,71
68,51
49,84
89,89
96,17
92,92
7,62
13,97
99,19
49,45
22,69
56,43
67,67
13,25
97,20
6,53
19,8
76,4
65,72
9,9
71,71
63,63
71,47
18,73
55,61
34,38
18,5
0,46
56,33
23,42
75,28
70,34
78,64
45,29
66,39
91,17
25,25
58,58
90,26
29,68
68,68
35,90
54,59
77,39
97,3
0,0
70,31
75,36
60,21
65,82
5,5
58,58
82,66
49,13
61,61
28,13
44,22
56,63
82,21
61,2
43,0
20,47
38,0
85,44
87,18
49,98
85,63
24,67
7,11
88,88
40,2
38,5
72,59
56,53
4,64
81,81
98,48
97,97
14,4
46,54
23,39
89,48
86,5
83,73
54,45
27,67
41,10
96,94
1,75
81,68
79,50
30,30
17,34
14,83
67,32
20,20
54,54
92,25
33,33
57,18
65,5
49,6
71,71
59,38
85,51
22,18
31,16
85,33
17,77
42,75
62,5
26,57
60,70
27,16
57,73
19,11
97,22
88,88
10,10
31,31
23,55
84,84
74,81
63,71
94,88
77,85
90,90
60,18
5,72
1,59
61,11
95,95
32,32
95,80
57,86
32,69
23,2
39,62
45,73
41,47
69,27
89,14
45,46
47,74
57,57
11,50
48,48
74,27
2,42
11,12
95,11
50,33
37,46
59,34
71,49
84,55
89,44
84,85
70,70
16,16
71,71
8,8
48,22
31,94
98,98
32,49
2,69
74,74
62,62
71,17
90,9
34,34
51,33
0,0
12,54
26,94
57,66
62,13
57,57
31,2
65,87
32,24
16,16
35,26
98,56
11,62
87,31
38,26
52,52
89,89
40,28
76,76
7,85
54,54
76,71
30,30
59,51
84,45
3,92
91,52
46,0
65,65
43,43
49,95
6,4
33,33
5,5
14,0
77,77
44,71
68,72
82,7
94,62
66,66
73,86
56,29
89,99
53,39
22,68
69,9
77,70
84,8
20,76
98,28
4,95
69,67
79,79
40,64
45,45
1,40
56,85
65,72
51,58
5,87
80,73
54,29
92,92
4,79
23,24
60,61
81,25
77,54
73,25
98,53
0,5
14,19
9,27
44,73
27,48
8,63
43,7
74,35
46,47
94,23
86,73
30,25
61,34
57,84
11,62
81,81
25,90
81,50
70,60
29,29
27,96
3,89
71,77
53,53
48,48
19,94
80,74
57,92
19,56
59,59
25,25
56,83
74,78
32,32
98,68
37,37
13,68
45,89
12,8
80,80
64,24
16,38
17,17
24,44
30,22
25,25
96,36
37,37
5,18
98,98
31,31
94,44
5,5
29,8
66,6
51,55
6,23
67,67
50,37
68,75
27,82
62,78
89,80
5,5
11,28
13,13
66,66
55,95
15,99
62,62
74,74
31,16
93,71
59,22
1,1
97,81
32,93
39,20
41,30
62,57
71,64
70,0
98,50
41,41
42,2
70,24
3,50
35,0
90,99
22,95
50,42
61,29
66,66
92,6
53,33
12,0
84,84
33,95
57,56
93,15
79,79
69,69
53,70
9,89
19,31
6,65
20,27
76,51
5,5
98,43
92,27
78,27
93,45
79,65
21,21
51,51
74,32
76,32
56,98
75,75
27,96
22,51
37,48
16,37
72,91
81,97
36,36
48,97
13,13
56,50
70,63
0,75
63,50
90,9
53,65
29,65
64,79
2,76
83,83
63,94
89,89
14,60
66,51
95,35
65,83
85,88
5,5
7,26
58,58
61,80
42,42
59,86
37,37
12,11
42,42
66,58
71,6
40,37
63,63
45,45
19,51
33,33
55,13
26,26
0,0
60,83
72,33
4,28
63,13
76,27
46,17
64,4
96,96
69,88
64,5
75,75
33,33
36,36
26,26
62,62
18,19
48,25
50,31
