# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 80.0%
#
label,label_noisy
19,19
29,92
0,7
11,7
1,76
86,86
90,75
28,39
23,98
31,36
39,93
96,59
82,63
17,49
71,40
39,9
8,32
97,98
80,85
71,38
74,63
59,59
70,5
87,39
59,48
84,17
64,21
52,18
42,42
64,27
8,47
17,1
47,11
65,9
21,21
22,51
81,61
11,92
24,11
84,4
78,31
45,45
49,57
97,18
56,37
76,76
11,42
90,90
89,30
78,50
73,73
14,25
87,48
9,63
71,80
6,12
47,47
20,20
98,8
47,47
36,36
55,55
72,16
43,39
51,78
35,28
83,83
33,60
27,6
53,4
92,92
50,48
15,15
89,71
36,85
18,79
89,30
46,35
33,35
42,41
39,39
64,85
75,61
38,79
23,51
42,76
66,18
77,1
49,44
18,77
46,85
15,15
35,29
69,47
95,46
83,2
75,34
99,57
73,1
93,68
55,90
39,39
4,32
97,87
61,44
93,70
51,53
69,90
56,24
84,94
59,59
64,64
94,38
4,66
11,11
33,33
68,63
38,69
20,57
33,23
34,22
32,32
46,84
53,23
88,5
67,51
70,70
64,27
53,53
64,99
8,6
96,96
87,50
30,81
20,58
30,33
66,66
19,70
76,24
87,44
52,54
62,62
35,35
63,48
40,40
4,4
99,61
63,69
74,16
53,59
26,25
95,95
48,87
27,34
33,53
29,24
39,17
79,85
32,15
46,97
64,64
28,58
85,41
32,69
82,82
78,52
39,72
54,89
28,65
66,66
65,78
72,6
21,21
64,4
62,62
72,88
0,81
44,8
7,18
12,89
19,90
11,10
31,31
61,61
79,66
45,96
81,26
79,3
98,65
43,43
46,87
67,78
80,97
68,41
74,24
48,68
81,81
94,0
86,96
69,77
39,86
73,12
2,83
46,46
49,2
63,2
43,94
14,44
49,23
68,36
65,53
41,41
37,37
45,89
36,30
21,85
77,97
37,81
39,39
8,11
9,9
62,41
86,52
39,39
19,33
54,71
39,72
28,90
11,42
89,89
90,48
90,35
79,36
66,64
81,30
21,72
79,28
40,11
29,75
22,57
13,12
25,99
11,57
38,40
10,78
96,96
54,93
65,65
39,39
40,9
42,54
48,75
48,33
51,15
11,45
23,52
23,91
89,60
52,60
46,94
2,46
95,95
43,53
86,86
34,16
66,49
18,10
46,42
66,20
56,30
57,16
1,14
44,38
11,38
82,82
23,69
90,20
56,80
19,66
68,68
66,66
28,22
1,82
57,65
67,26
5,15
13,70
78,79
6,4
84,58
7,48
41,41
65,65
80,80
12,12
50,89
63,90
26,37
8,8
53,24
60,42
99,99
97,97
85,95
0,71
78,13
31,83
10,18
2,54
7,7
43,24
83,41
97,97
91,87
82,82
28,28
42,25
0,30
82,79
5,5
68,74
60,48
30,96
98,64
82,44
20,75
64,46
66,26
10,10
75,21
54,68
57,57
87,12
66,75
66,16
73,12
54,54
88,15
42,40
37,14
80,70
87,87
3,80
29,25
43,53
12,22
73,36
96,99
23,51
96,91
84,87
19,3
62,74
0,15
21,41
11,32
36,36
64,42
76,76
60,45
3,14
80,1
82,72
79,15
26,66
65,7
72,89
11,2
15,15
31,60
48,48
12,9
91,63
71,7
87,81
77,30
15,25
7,38
58,58
51,61
55,92
85,41
2,2
3,71
89,11
10,81
3,62
11,97
20,80
4,4
48,77
27,27
48,77
7,38
67,98
3,50
65,30
56,55
9,9
44,65
95,58
46,86
83,12
40,14
58,74
87,47
59,99
18,11
48,48
5,35
88,88
26,24
21,68
24,6
53,53
68,76
49,79
89,72
96,96
92,24
7,60
13,46
99,84
49,35
22,64
56,72
67,2
13,81
97,38
6,69
19,76
76,43
65,94
9,19
71,71
63,29
71,12
18,80
55,41
34,44
18,68
0,0
56,33
23,4
75,20
70,94
78,46
45,77
66,92
91,26
25,49
58,59
90,90
29,66
68,72
35,35
54,1
77,40
97,92
0,80
70,15
75,75
60,24
65,91
5,14
58,16
82,63
49,99
61,61
28,72
44,89
56,15
82,1
61,98
43,33
20,99
38,13
85,85
87,26
49,54
85,30
24,24
7,22
88,5
40,38
38,63
72,36
56,57
4,22
81,81
98,31
97,59
14,14
46,46
23,54
89,41
86,65
83,4
54,46
27,27
41,99
96,67
1,9
81,2
79,19
30,42
17,15
14,33
67,56
20,34
54,54
92,37
33,33
57,35
65,65
49,49
71,37
59,30
85,95
22,18
31,82
85,94
17,41
42,92
62,71
26,49
60,60
27,37
57,4
19,88
97,78
88,40
10,12
31,26
23,23
84,11
74,2
63,55
94,45
77,26
90,23
60,78
5,5
1,6
61,61
95,46
32,6
95,85
57,51
32,65
23,49
39,39
45,10
41,55
69,69
89,89
45,24
47,44
57,80
11,42
48,48
74,65
2,82
11,11
95,73
50,66
37,46
59,3
71,37
84,43
89,7
84,38
70,2
16,90
71,89
8,8
48,94
31,78
98,43
32,32
2,37
74,64
62,19
71,71
90,23
34,13
51,55
0,7
12,86
26,91
57,42
62,41
57,11
31,36
65,13
32,32
16,44
35,91
98,92
11,53
87,39
38,38
52,35
89,10
40,42
76,37
7,67
54,54
76,81
30,78
59,99
84,57
3,94
91,7
46,0
65,44
43,27
49,80
6,42
33,31
5,2
14,46
77,28
44,13
68,70
82,26
94,37
66,38
73,37
56,98
89,46
53,53
22,22
69,69
77,4
84,66
20,40
98,53
4,28
69,33
79,53
40,96
45,81
1,1
56,72
65,55
51,14
5,63
80,94
54,18
92,89
4,80
23,74
60,85
81,25
77,16
73,52
98,62
0,11
14,56
9,9
44,32
27,13
8,21
43,31
74,84
46,46
94,79
86,78
30,30
61,46
57,64
11,62
81,94
25,2
81,52
70,35
29,3
27,27
3,68
71,95
53,22
48,94
19,53
80,87
57,57
19,27
59,62
25,29
56,75
74,52
32,65
98,91
37,23
13,51
45,76
12,62
80,62
64,9
16,27
17,40
24,74
30,18
25,79
96,78
37,13
5,95
98,41
31,12
94,16
5,24
29,29
66,66
51,51
6,83
67,67
50,20
68,41
27,27
62,24
89,82
5,5
11,10
13,13
66,59
55,25
15,15
62,62
74,91
31,92
93,46
59,91
1,71
97,98
32,59
39,39
41,35
62,21
71,50
70,68
98,70
41,49
42,6
