# Contains label noise for the CIFAR100 dataset.
#
# Each row corresponds to a sample from the dataset and includes the
# real and corrupted labels.
#
# Noise Method: LABEL_NOISE_SYMMETRIC
# Noise Level: 20.0%
#
label,label_noisy
19,19
29,29
0,0
11,26
1,1
86,86
90,90
28,45
23,23
31,32
39,39
96,12
82,56
17,17
71,71
39,39
8,8
97,35
80,80
71,71
74,73
59,59
70,70
87,88
59,59
84,84
64,18
52,45
42,59
64,64
8,8
17,17
47,42
65,65
21,21
22,22
81,81
11,11
24,10
84,84
78,78
45,45
49,49
97,97
56,56
76,76
11,11
90,90
89,89
78,78
73,73
14,14
87,87
9,9
71,71
6,6
47,47
20,20
98,98
47,5
36,36
55,55
72,72
43,43
51,51
35,35
83,36
33,33
27,27
53,53
92,1
50,50
15,15
89,89
36,78
18,18
89,89
46,46
33,91
42,42
39,45
64,64
75,75
38,38
23,23
42,42
66,11
77,77
49,49
18,18
46,56
15,15
35,35
69,69
95,95
83,75
75,75
99,89
73,73
93,93
55,55
39,39
4,4
97,97
61,61
93,93
51,51
69,49
56,56
84,84
59,59
64,64
94,99
4,4
11,11
33,71
68,68
38,17
20,79
33,33
34,34
32,71
46,46
53,53
88,88
67,67
70,70
64,64
53,53
64,64
8,8
96,63
87,87
30,30
20,20
30,30
66,66
19,19
76,76
87,87
52,2
62,54
35,76
63,63
40,40
4,5
99,99
63,63
74,74
53,53
26,26
95,95
48,48
27,27
33,33
29,29
39,94
79,79
32,34
46,46
64,64
28,28
85,43
32,32
82,90
78,78
39,39
54,54
28,93
66,66
65,65
72,72
21,21
64,64
62,61
72,72
0,0
44,44
7,7
12,12
19,19
11,33
31,31
61,61
79,79
45,45
81,88
79,79
98,98
43,43
46,41
67,16
80,8
68,68
74,74
48,48
81,74
94,94
86,86
69,69
39,39
73,73
2,85
46,46
49,49
63,63
43,43
14,14
49,49
68,68
65,65
41,41
37,37
45,3
36,36
21,21
77,77
37,37
39,87
8,8
9,9
62,62
86,86
39,39
19,57
54,54
39,39
28,28
11,11
89,89
90,90
90,90
79,79
66,66
81,33
21,21
79,79
40,40
29,29
22,87
13,4
25,42
11,11
38,94
10,10
96,96
54,54
65,65
39,39
40,5
42,42
48,48
48,48
51,51
11,11
23,23
23,23
89,89
52,52
46,46
2,2
95,95
43,37
86,86
34,34
66,66
18,18
46,46
66,66
56,56
57,63
1,1
44,40
11,77
82,82
23,23
90,20
56,56
19,19
68,68
66,66
28,28
1,1
57,57
67,67
5,5
13,87
78,78
6,6
84,84
7,7
41,41
65,31
80,80
12,12
50,50
63,63
26,66
8,8
53,88
60,60
99,99
97,97
85,85
0,0
78,95
31,31
10,17
2,17
7,7
43,33
83,83
97,97
91,91
82,30
28,28
42,42
0,0
82,82
5,88
68,68
60,60
30,30
98,98
82,82
20,20
64,62
66,66
10,10
75,75
54,54
57,46
87,87
66,66
66,66
73,73
54,58
88,88
42,42
37,37
80,80
87,87
3,37
29,29
43,43
12,12
73,11
96,94
23,23
96,96
84,84
19,19
62,62
0,0
21,53
11,11
36,36
64,64
76,50
60,60
3,3
80,26
82,82
79,79
26,26
65,65
72,72
11,11
15,15
31,63
48,48
12,12
91,91
71,71
87,87
77,77
15,15
7,7
58,26
51,4
55,55
85,85
2,6
3,3
89,89
10,10
3,3
11,11
20,20
4,4
48,92
27,19
48,48
7,7
67,67
3,3
65,65
56,56
9,9
44,44
95,95
46,21
83,83
40,40
58,58
87,84
59,59
18,18
48,16
5,5
88,88
26,26
21,21
24,35
53,53
68,68
49,49
89,89
96,96
92,92
7,7
13,39
99,99
49,49
22,22
56,56
67,67
13,13
97,59
6,6
19,19
76,76
65,65
9,9
71,71
63,86
71,71
18,18
55,55
34,34
18,18
0,0
56,56
23,23
75,75
70,70
78,25
45,45
66,66
91,39
25,90
58,58
90,93
29,29
68,68
35,35
54,54
77,77
97,97
0,0
70,70
75,75
60,60
65,65
5,5
58,88
82,82
49,35
61,61
28,28
44,44
56,62
82,82
61,61
43,43
20,20
38,38
85,67
87,87
49,50
85,85
24,24
7,7
88,88
40,40
38,38
72,72
56,56
4,4
81,81
98,98
97,97
14,14
46,46
23,23
89,89
86,88
83,83
54,54
27,83
41,71
96,96
1,1
81,81
79,79
30,54
17,17
14,2
67,67
20,20
54,54
92,92
33,33
57,54
65,65
49,49
71,71
59,59
85,85
22,22
31,31
85,85
17,17
42,21
62,92
26,26
60,60
27,27
57,61
19,19
97,97
88,88
10,10
31,31
23,23
84,84
74,74
63,63
94,9
77,77
90,90
60,60
5,5
1,1
61,61
95,95
32,32
95,95
57,57
32,32
23,23
39,39
45,45
41,89
69,69
89,74
45,45
47,47
57,57
11,9
48,48
74,74
2,7
11,11
95,95
50,50
37,37
59,59
71,71
84,84
89,96
84,84
70,70
16,16
71,64
8,8
48,16
31,31
98,98
32,32
2,2
74,74
62,62
71,71
90,90
34,34
51,17
0,0
12,12
26,63
57,57
62,99
57,57
31,31
65,65
32,32
16,16
35,35
98,98
11,11
87,87
38,38
52,52
89,89
40,84
76,76
7,7
54,54
76,2
30,30
59,59
84,84
3,3
91,91
46,46
65,65
43,43
49,49
6,6
33,33
5,33
14,81
77,71
44,44
68,68
82,82
94,94
66,66
73,73
56,56
89,89
53,53
22,22
69,92
77,77
84,73
20,20
98,98
4,4
69,69
79,79
40,40
45,45
1,1
56,16
65,65
51,51
5,5
80,80
54,27
92,92
4,37
23,23
60,60
81,81
77,77
73,73
98,25
0,0
14,93
9,9
44,44
27,27
8,8
43,43
74,74
46,46
94,94
86,86
30,30
61,13
57,57
11,87
81,81
25,25
81,81
70,70
29,29
27,27
3,3
71,71
53,53
48,48
19,19
80,38
57,57
19,58
59,59
25,63
56,45
74,74
32,32
98,98
37,37
13,13
45,45
12,44
80,80
64,64
16,5
17,17
24,24
30,5
25,25
96,7
37,62
5,5
98,98
31,31
94,94
5,5
29,29
66,34
51,51
6,6
67,7
50,50
68,68
27,27
62,62
89,89
5,5
11,11
13,13
66,66
55,55
15,15
62,49
74,74
31,31
93,53
59,59
1,1
97,97
32,32
39,39
41,41
62,62
71,71
70,70
98,98
41,41
42,42
70,70
3,3
35,35
90,90
22,22
50,50
61,61
66,66
92,92
53,53
12,12
84,84
33,97
57,57
93,93
79,79
69,69
53,53
9,9
19,19
6,32
20,42
76,76
5,5
98,98
92,92
78,78
93,93
79,23
21,21
51,51
74,74
76,76
56,56
75,75
27,27
22,22
37,37
16,16
72,72
81,81
36,97
48,48
13,82
56,56
70,70
0,63
63,63
90,90
53,53
29,29
64,64
2,2
83,83
63,5
89,89
14,14
66,54
95,94
65,65
85,85
5,7
7,7
58,58
61,61
42,42
59,59
37,37
12,12
42,42
66,93
71,71
40,40
63,46
45,45
19,19
33,39
55,55
26,26
0,0
60,60
72,72
4,4
63,63
76,32
46,30
64,64
96,96
69,66
64,64
75,86
33,33
36,59
26,26
62,62
18,73
48,48
50,50
36,36
26,26
28,79
71,71
76,74
45,45
52,52
65,65
59,59
41,41
69,75
15,15
87,61
50,50
11,11
71,71
36,36
84,29
73,73
46,95
83,6
12,12
79,79
54,54
50,50
75,75
72,72
37,37
91,91
19,19
